date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:05:06	1344872/1344872	---M--	200	added ('OK')	image/png	etag:%226555dc37-148568%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140854.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140854.png	(from http://zeefolio.local/)
06:05:22	94029/94029	---M--	200	added ('OK')	image/png	etag:%226555dca9-16f4d%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-141052.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-141052.png	(from http://zeefolio.local/portfolio/)
06:05:23	37697/37697	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-9341%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/isotope/isotope.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/isotope/isotope.min724b.js	(from http://zeefolio.local/portfolio/)
06:05:24	5520/5520	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264d67b72-1590%22	http://zeefolio.local/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/imagesloaded.minbb93.js	(from http://zeefolio.local/portfolio/)
06:05:25	43326/43326	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-a93e%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/slick/slick.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/slick/slick.min724b.js	(from http://zeefolio.local/portfolio/)
06:05:26	3422/3422	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-d5e%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/jquery-element-resize/jquery_resize.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/jquery-element-resize/jquery_resize.min724b.js	(from http://zeefolio.local/portfolio/)
06:05:28	61274/61274	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-ef5a%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/fancybox/jquery_fancybox.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/fancybox/jquery_fancybox.min724b.js	(from http://zeefolio.local/portfolio/)
06:05:29	18510/18510	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-484e%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/justifiedgallery/justifiedgallery.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/justifiedgallery/justifiedgallery.min724b.js	(from http://zeefolio.local/portfolio/)
06:05:30	26527/26527	---MCZ	200	added ('OK')	text/css	etag:W/%226555e1b2-679f%22	http://zeefolio.local/wp-content/uploads/elementor/css/post-23.css?ver=1700127154	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/elementor/css/post-23fdbb.css	(from http://zeefolio.local/services/)
06:05:33	39943/39943	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:05:32%20GMT	http://zeefolio.local/wp-json/wp/v2/pages/23	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/wp/v2/pages/23.json	(from http://zeefolio.local/services/)
06:05:35	2042/2042	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:05:34%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fservices%2F	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embed2a75.json	(from http://zeefolio.local/services/)
06:05:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2001:05:35%20GMT	http://zeefolio.local/?p=23	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/index40a0.html	(from http://zeefolio.local/services/)
06:05:37	2202/2202	---MCZ	200	added ('OK')	text/xml	date:Sat,%2016%20Dec%202023%2001:05:36%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fservices%2F&format=xml	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embed84f9	(from http://zeefolio.local/services/)
06:05:38	37251/37251	---MCZ	200	added ('OK')	text/css	etag:W/%226555e1b8-9183%22	http://zeefolio.local/wp-content/uploads/elementor/css/post-21.css?ver=1700127160	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/elementor/css/post-210d1a.css	(from http://zeefolio.local/resume/)
06:05:41	57544/57544	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:05:39%20GMT	http://zeefolio.local/wp-json/wp/v2/pages/21	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/wp/v2/pages/21.json	(from http://zeefolio.local/resume/)
06:05:42	2032/2032	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:05:41%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fresume%2F	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embed82de.json	(from http://zeefolio.local/resume/)
06:05:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2001:05:43%20GMT	http://zeefolio.local/?p=21	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/index3965.html	(from http://zeefolio.local/resume/)
06:05:44	2192/2192	---MCZ	200	added ('OK')	text/xml	date:Sat,%2016%20Dec%202023%2001:05:43%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fresume%2F&format=xml	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embedbc59	(from http://zeefolio.local/resume/)
06:05:45	17298/17298	---MCZ	200	added ('OK')	text/css	etag:W/%226555e1bd-4392%22	http://zeefolio.local/wp-content/uploads/elementor/css/post-15.css?ver=1700127165	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/elementor/css/post-15bd86.css	(from http://zeefolio.local/contact/)
06:05:48	24914/24914	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:05:47%20GMT	http://zeefolio.local/wp-json/wp/v2/pages/15	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/wp/v2/pages/15.json	(from http://zeefolio.local/contact/)
06:05:50	2037/2037	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:05:49%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fcontact%2F	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embed9bda.json	(from http://zeefolio.local/contact/)
06:05:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2001:05:50%20GMT	http://zeefolio.local/?p=15	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/indexa1ca.html	(from http://zeefolio.local/contact/)
06:05:52	2197/2197	---MCZ	200	added ('OK')	text/xml	date:Sat,%2016%20Dec%202023%2001:05:51%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fcontact%2F&format=xml	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embed9777	(from http://zeefolio.local/contact/)
06:05:53	19227/19227	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-4b1b%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/min-js/uael-google-map.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/min-js/uael-google-map.min724b.js	(from http://zeefolio.local/contact/)
06:06:07	30289/30289	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2016%20Jan%202017%2003:43:59%20GMT	https://developers.google.com/maps/documentation/javascript/examples/markerclusterer/markerclusterer.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/developers.google.com/maps/documentation/javascript/examples/markerclusterer/markerclusterer724b.js	(from http://zeefolio.local/contact/)
06:06:17	648207/648207	---M--	200	added ('OK')	image/png	etag:%226555dc31-9e40f%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140517.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140517.png	(from http://zeefolio.local/portfolio/)
06:06:37	1599124/1599124	---M--	200	added ('OK')	image/png	etag:%226555d919-186694%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-135535.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-135535.png	(from http://zeefolio.local/)
06:06:37	509/509	---M--	200	added ('OK')	image/svg+xml	etag:%226555cd8a-1fd%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/images/submit-spin.svg	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/images/submit-spin.svg	(from http://zeefolio.local/)
06:06:37	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2016%20Dec%202023%2001:06:38%20GMT	http://connect.facebook.net/en_US/sdk.js	C:/Users/Zeeshan/Desktop/Converted/c1/connect.facebook.net/en_US/sdk.5f.delayed	(from http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.25)
06:06:38	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cfc9e78ab4cb9bb5538dcb8cdb531036%22	https://connect.facebook.net/en_US/sdk.js	C:/Users/Zeeshan/Desktop/Converted/c1/connect.facebook.net/en_US/sdk.js	(from http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.25)
06:06:41	147416/147416	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2001:06:40%20GMT	http://zeefolio.local/-negative.svg	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/-negative.svg	(from http://zeefolio.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3)
06:06:44	147416/147416	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2001:06:43%20GMT	http://zeefolio.local/window.location.href	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/window.location.62.delayed	(from http://zeefolio.local/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.17.1)
06:06:45	147416/147416	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2001:06:43%20GMT	http://zeefolio.local/OPR/	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/OPR/index.html	(from http://zeefolio.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3)
06:06:47	147416/147416	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2001:06:45%20GMT	http://zeefolio.local/optusnet.com.au	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/optusnet.com.au	(from http://zeefolio.local/wp-content/plugins/wpforms/assets/lib/mailcheck.min.js?ver=1.1.2)
06:06:49	147416/147416	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2001:06:48%20GMT	http://zeefolio.local/com.au	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/com.au	(from http://zeefolio.local/wp-content/plugins/wpforms/assets/lib/mailcheck.min.js?ver=1.1.2)
06:06:51	147416/147416	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2001:06:50%20GMT	http://zeefolio.local/net.au	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/net.au	(from http://zeefolio.local/wp-content/plugins/wpforms/assets/lib/mailcheck.min.js?ver=1.1.2)
06:06:53	7780/7780	---M--	200	added ('OK')	image/png	etag:%221e64-60a2dc2f160a0%22	http://zeeshan.axonteam.pk/wp-content/uploads/2023/11/logo.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeeshan.axonteam.pk/wp-content/uploads/2023/11/logo.png	(from http://zeefolio.local/wp-content/uploads/elementor/css/post-17.css?ver=1700128829)
06:07:01	1283927/1283927	---M--	200	added ('OK')	image/png	etag:%226555d741-139757%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-607-e1700124480103.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-607-e1700124480103.png	(from http://zeefolio.local/portfolio/)
